Cluster_hmmer	New_prot_name	Names	Names2	Names3	start	end	strand	Mean_cov_depth_candidat	Median_cov_depth_candidat	Mean_GC_candidat	pvalue_cov_mean	pvalue_cov_median	Median_cov_depth_BUSCO	Mean_cov_depth_BUSCO	Mean_GC_BUSCO	FDR_cov_global	FDR_pvalue_cov_mean	FDR_pvalue_cov_median	Scaffold_name	Scaffold_score	Cluster_blast	Event	Nsp_MRCA	Nloc	Nsp	Pseudogenized	evalue	bits	Mean_dNdS	Pvalue_dNdS	SE_dNdS	Cynip_count	Filamentous_count	Best_hit_ORF_perc	Number_unique_Names2	Nb_duplicated	Ratio_duplicated_unique	Length	query	target	pident	alnlen	mismatch	gapopen	tstart	tend	qstart	qend	qlen	tlen	tcov	qcov	index	start-end	Overlapp_group	Tot_length	count_duplicate_overlapp	New_overlapping_group	len	Species_name	Species_scaffold_name	ORF_query	ORF_target	ORF_start	ORF_end	ORF_strand	Overlapp_ORF_EVEs	ORF_perc	ORF_overlapp_group	Best_hit_length	Virus_count	Scaffold_and_Species_name	euk_count	Metaeuk_vote	repeat_count	euk_count_plus_repeat	Names_bis	Tips4dNdS.array	Boot	Nsp_losses	Synteny_PASS2	Scaffold_length
Cluster671-Cluster219-Cluster1602		A0A0B4VFB5_ToNV	ToNV	A0A0B4VFB5_ToNV												True			A0A0B4VFB5_ToNV		Cluster671						1.915e-14	72.0				0.0	0.0		13.0	1.0	0.0769230769230769	288.0	A0A0B4VFB5_ToNV	A0A7D5YW86_DhNV	22.2	260.0	191.0	0.0	6.0	252.0	3.0	262.0	288.0	0.929	0.903	266.0								A0A0B4VFB5_ToNV											10.0	A0A0B4VFB5_ToNV:A0A0B4VFB5_ToNV	0.0	no	0.0	0.0	A0A0B4VFB5_ToNV					
Cluster671-Cluster219-Cluster1602		A0A7D5YW86_DhNV	DhNV	A0A7D5YW86_DhNV												True			A0A7D5YW86_DhNV		Cluster671						5.1740000000000005e-34	128.0				0.0	0.0		13.0	1.0	0.0769230769230769	266.0	A0A7D5YW86_DhNV	A0A076FEQ7_PmNV	32.6	246.0	154.0	0.0	2.0	230.0	9.0	254.0	266.0	0.991	0.925	231.0								A0A7D5YW86_DhNV											10.0	A0A7D5YW86_DhNV:A0A7D5YW86_DhNV	0.0	no	0.0	0.0	A0A7D5YW86_DhNV					
Cluster671-Cluster219-Cluster1602		A4L224_GbNV	GbNV	A4L224_GbNV												True			A4L224_GbNV		Cluster219						3.3380000000000003e-32	121.0				0.0	0.0		13.0	1.0	0.0769230769230769	203.0	A4L224_GbNV	B7SVA7_OrNV	37.4	189.0	116.0	0.0	2.0	187.0	14.0	202.0	203.0	0.979	0.931	190.0								A4L224_GbNV											10.0	A4L224_GbNV:A4L224_GbNV	0.0	no	0.0	0.0	A4L224_GbNV					
Cluster671-Cluster219-Cluster1602		AAN04387_HzNV-1	HzNV-1	AAN04387_HzNV-1												True			AAN04387_HzNV-1		Cluster1602											0.0	0.0		13.0	1.0	0.0769230769230769																							AAN04387_HzNV-1											10.0	AAN04387_HzNV-1:AAN04387_HzNV-1	0.0	no	0.0	0.0	AAN04387_HzNV-1					
Cluster671-Cluster219-Cluster1602		AHW98253.1_GrBNV_gp61-like_protein_NlBV	NlENV	AHW98253.1_GrBNV_gp61-like_protein_NlBV												True			AHW98253.1_GrBNV_gp61-like_protein_NlBV		Cluster219						8.633000000000001e-35	129.0				0.0	0.0		13.0	1.0	0.0769230769230769	215.0	AHW98253.1_GrBNV_gp61-like_protein_NlBV	B7SVA7_OrNV	36.4	209.0	116.0	0.0	6.0	188.0	7.0	215.0	215.0	0.963	0.972	190.0								AHW98253.1_GrBNV_gp61-like_protein_NlBV											10.0	AHW98253.1_GrBNV_gp61-like_protein_NlBV:AHW98253.1_GrBNV_gp61-like_protein_NlBV	0.0	no	0.0	0.0	AHW98253.1_GrBNV_gp61-like_protein_NlBV					
Cluster671-Cluster219-Cluster1602		ATY70245_DmNV_tom	tom	ATY70245_DmNV_tom												True			ATY70245_DmNV_tom		Cluster219						2.694e-74	243.0				0.0	0.0		13.0	1.0	0.0769230769230769	188.0	ATY70245_DmNV_tom	B7SVA7_OrNV	65.1	187.0	65.0	0.0	2.0	188.0	1.0	186.0	188.0	0.984	0.989	190.0								ATY70245_DmNV_tom											10.0	ATY70245_DmNV_tom:ATY70245_DmNV_tom	0.0	no	0.0	0.0	ATY70245_DmNV_tom					
Cluster671-Cluster219-Cluster1602		B7SVA7_OrNV	OrNV	B7SVA7_OrNV												True			B7SVA7_OrNV		Cluster219						2.694e-74	243.0				0.0	0.0		13.0	1.0	0.0769230769230769	190.0	B7SVA7_OrNV	ATY70245_DmNV_tom	65.1	187.0	65.0	0.0	1.0	186.0	2.0	188.0	190.0	188.0	0.989	0.984								B7SVA7_OrNV											10.0	B7SVA7_OrNV:B7SVA7_OrNV	0.0	no	0.0	0.0	B7SVA7_OrNV					
Cluster671-Cluster219-Cluster1602		HzNVorf93-like_MdBV	MdENV	HzNVorf93-like_MdBV												True			HzNVorf93-like_MdBV		Cluster671						3.35e-09	55.0				0.0	0.0		13.0	1.0	0.0769230769230769	267.0	HzNVorf93-like_MdBV	A0A7D5YW86_DhNV	20.2	242.0	175.0	0.0	15.0	256.0	36.0	255.0	267.0	0.91	0.824	266.0								HzNVorf93-like_MdBV											10.0	HzNVorf93-like_MdBV:HzNVorf93-like_MdBV	0.0	no	0.0	0.0	HzNVorf93-like_MdBV					
Cluster671-Cluster219-Cluster1602		JABMBU010021333.1:144-803(-):Phanerotoma	PhENV	JABMBU010021333.1:144-803(-):Phanerotoma	144	803										True			JABMBU010021333.1		Cluster671					no	5.457e-08	51.0				0.0	0.0		13.0	1.0	0.0769230769230769	220.0	JABMBU010021333.1:144-803(-):Phanerotoma	A0A076FEQ7_PmNV	20.4	218.0	162.0	0.0	9.0	226.0	17.0	220.0	220.0	0.944	0.927	231.0	2031.0	144-803	1972.0	659.0	1.0	G1969	659.0	Phanerotoma	Phanerotoma:JABMBU010021333.1									266.0	10.0	Phanerotoma:JABMBU010021333.1	0.0	no	0.0	0.0	JABMBU010021333.1_144-803_-__Phanerotoma					
Cluster671-Cluster219-Cluster1602		NW_020270563.1:37158-37748(-):Melanaphis_sacchari	MsENV	NW_020270563.1:37151-37748(-):Melanaphis_sacchari [ORF]	37158	37748										True			NW_020270563.1		Cluster219					no	2.44e-32	122.0				0.0	0.0	0.9255813953488372	13.0	1.0	0.0769230769230769	197.0	NW_020270563.1:37158-37748(-):Melanaphis_sacchari	B7SVA7_OrNV	37.0	193.0	113.0	0.0	6.0	186.0	3.0	195.0	197.0	0.953	0.98	190.0	1074.0	37158-37748	1973.0	590.0	1.0	G1970	590.0	Melanaphis_sacchari	Melanaphis_sacchari:NW_020270563.1	NW_020270563.1:37158-37748(-):Melanaphis_sacchari	"Melanaphis_sacchari:NW_020270563.1_ORF.68;37151-37748(-)"	37151.0	37748.0	-	yes-right	1.011864406779661	330.0	215.0	10.0	Melanaphis_sacchari:NW_020270563.1	0.0	no	3.0	3.0	NW_020270563.1_37151-37748_-__Melanaphis_sacchari					
Cluster671-Cluster219-Cluster1602		NW_020271684.1:13947-14516(-):Melanaphis_sacchari	MsENV	NW_020271684.1:13937-14525(-):Melanaphis_sacchari [ORF]	13947	14516										True			NW_020271684.1		Cluster219					no	3.0400000000000004e-37	136.0				0.0	0.0	0.9655172413793104	13.0	1.0	0.0769230769230769	190.0	NW_020271684.1:13947-14516(-):Melanaphis_sacchari	B7SVA7_OrNV	41.0	187.0	109.0	0.0	1.0	186.0	4.0	190.0	190.0	190.0	0.979	0.984	1073.0	13947-14516	1974.0	569.0	1.0	G1971	569.0	Melanaphis_sacchari	Melanaphis_sacchari:NW_020271684.1	NW_020271684.1:13947-14516(-):Melanaphis_sacchari	"Melanaphis_sacchari:NW_020271684.1_ORF.30;13937-14525(-)"	13937.0	14525.0	-	yes-inside	1.0333919156414764	397.0	203.0	10.0	Melanaphis_sacchari:NW_020271684.1	0.0	no	1.0	1.0	NW_020271684.1_13937-14525_-__Melanaphis_sacchari					
Cluster671-Cluster219-Cluster1602		NW_023276387.1:909504-910190(-):Chelonus_insularis	Chelonus_insularis	NW_023276387.1:909503-910322(-):Chelonus_insularis [ORF]	909504	910190										True			NW_023276387.1		Cluster671					no	3.283e-36	135.0				0.0	0.0	1.0224719101123596	13.0	1.0	0.0769230769230769	229.0	NW_023276387.1:909504-910190(-):Chelonus_insularis	HzNVorf93-like_MdBV	35.3	229.0	145.0	0.0	41.0	265.0	1.0	229.0	229.0	267.0	0.843	1.0	2032.0	909504-910190	1975.0	686.0	1.0	G1972	686.0	Chelonus_insularis	Chelonus_insularis:NW_023276387.1	NW_023276387.1:909504-910190(-):Chelonus_insularis	"Chelonus_insularis:NW_023276387.1_ORF.1757;909503-910322(-)"	909503.0	910322.0	-	yes-inside	1.1938775510204085	418.0	267.0	10.0	Chelonus_insularis:NW_023276387.1	102.0	yes	1.0	103.0	NW_023276387.1_909503-910322_-__Chelonus_insularis					
Cluster671-Cluster219-Cluster1602		scaffold_160005:51-338(+):Platygaster_orseoliae	PoEFV	scaffold_160005:51-338(+):Platygaster_orseoliae	51	338										True			scaffold_160005		Cluster219					no	2.794e-17	74.0				0.0	0.0		13.0	1.0	0.0769230769230769	96.0	scaffold_160005:51-338(+):Platygaster_orseoliae	NW_020271684.1:13947-14516(-):Melanaphis_sacchari	44.7	88.0	48.0	0.0	103.0	190.0	7.0	94.0	96.0	190.0	0.463	0.917	1076.0	51-338	1976.0	287.0	1.0	G1973	287.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_160005									190.0	10.0	Platygaster_orseoliae:scaffold_160005	0.0	no	0.0	0.0	scaffold_160005_51-338_+__Platygaster_orseoliae					
Cluster672		Q919J7_CuniNPV	CuniNPV	Q919J7_CuniNPV												True			Q919J7_CuniNPV		Cluster672											0.0	0.0		1.0	0.0	0.0																							Q919J7_CuniNPV											1.0	Q919J7_CuniNPV:Q919J7_CuniNPV	0.0	no	0.0	0.0	Q919J7_CuniNPV					
Cluster673		A0A097PUX8_AcMNPV	AcMNPV	A0A097PUX8_AcMNPV												True			A0A097PUX8_AcMNPV		Cluster673						1.3870000000000002e-172	531.0				0.0	0.0		1.0	1.0	1.0	266.0	A0A097PUX8_AcMNPV	P41473_AcMNPV	95.0	265.0	13.0	0.0	1.0	265.0	1.0	265.0	266.0	266.0	0.996	0.996								A0A097PUX8_AcMNPV											1.0	A0A097PUX8_AcMNPV:A0A097PUX8_AcMNPV	0.0	no	0.0	0.0	A0A097PUX8_AcMNPV					
Cluster673		P41473_AcMNPV	AcMNPV	P41473_AcMNPV												True			P41473_AcMNPV		Cluster673						1.3870000000000002e-172	531.0				0.0	0.0		1.0	1.0	1.0	266.0	P41473_AcMNPV	A0A097PUX8_AcMNPV	95.0	265.0	13.0	0.0	1.0	265.0	1.0	265.0	266.0	0.996	0.996	266.0								P41473_AcMNPV											1.0	P41473_AcMNPV:P41473_AcMNPV	0.0	no	0.0	0.0	P41473_AcMNPV					
Cluster674		A0A076FER9_PmNV	PmNV	A0A076FER9_PmNV												True			A0A076FER9_PmNV		Cluster674											0.0	0.0		1.0	0.0	0.0																							A0A076FER9_PmNV											1.0	A0A076FER9_PmNV:A0A076FER9_PmNV	0.0	no	0.0	0.0	A0A076FER9_PmNV					
Cluster675		CcFV1_orf031	CcFV1	CcFV1_orf031	34161	34454	+									True			CcFV1		Cluster675						5.68e-06	41.0				0.0	1.0		1.0	0.0	0.0	98.0	CcFV1_orf031	CcFV1_orf018	42.8	50.0	25.0	0.0	21.0	64.0	48.0	97.0	98.0	147.0	0.299	0.51								CcFV1											1.0	CcFV1_orf031:CcFV1_orf031	0.0	no	0.0	0.0	CcFV1_orf031					101121.0
Cluster676		LhFV_contig_223_orf033	LhFV	LhFV_contig_223_orf033	28886	29107	+									True			contig_223		Cluster676											0.0	1.0		1.0	0.0	0.0																							LhFV											1.0	LhFV_contig_223_orf033:LhFV_contig_223_orf033	0.0	no	0.0	0.0	LhFV_contig_223_orf033					29250.0
Cluster677		PoFV_scaffold_2702_orf009	PoFV	PoFV_scaffold_2702_orf009	5185	7176	-									True			scaffold_2702		Cluster677						0.0	1347.0				0.0	1.0		2.0	1.0	0.5	664.0	PoFV_scaffold_2702_orf009	scaffold_2702:5188-7176(-):Platygaster_orseoliae	96.4	663.0	24.0	0.0	1.0	663.0	1.0	663.0	664.0	1.0	0.998	663.0								PoFV											2.0	PoFV_scaffold_2702_orf009:PoFV_scaffold_2702_orf009	0.0	no	0.0	0.0	PoFV_scaffold_2702_orf009					18254.0
Cluster677		scaffold_2702:5188-7176(-):Platygaster_orseoliae	PoEFV	scaffold_2702:5188-7176(-):Platygaster_orseoliae	5188	7176										True			scaffold_2702		Cluster677					no	0.0	1347.0				0.0	1.0		2.0	1.0	0.5	663.0	scaffold_2702:5188-7176(-):Platygaster_orseoliae	PoFV_scaffold_2702_orf009	96.5	663.0	23.0	0.0	1.0	663.0	1.0	663.0	663.0	0.998	1.0	664.0	2040.0	5188-7176	1977.0	1988.0	1.0	G1974	1988.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_2702									664.0	2.0	Platygaster_orseoliae:scaffold_2702	0.0	no	0.0	0.0	scaffold_2702_5188-7176_-__Platygaster_orseoliae					
Cluster677		scaffold_7821_11154-12512_+_PoEFV	PoEFV	scaffold_7821_11154-12512_+_PoEFV												True			scaffold_7821_11154-12512_+_PoEFV		Cluster677						1.6000000000000002e-253	775.0				0.0	1.0		2.0	1.0	0.5	453.0	scaffold_7821_11154-12512_+_PoEFV	PoFV_scaffold_2702_orf009	82.9	453.0	77.0	0.0	211.0	663.0	1.0	453.0	453.0	664.0	0.682	1.0								scaffold_7821_11154-12512_+_PoEFV											2.0	scaffold_7821_11154-12512_+_PoEFV:scaffold_7821_11154-12512_+_PoEFV	0.0	no	0.0	0.0	scaffold_7821_11154-12512_+_PoEFV					
Cluster677		scaffold_7821:10526-12512(+):Platygaster_orseoliae	PoEFV	scaffold_7821:10526-12512(+):Platygaster_orseoliae	10526	12512										True			scaffold_7821		Cluster677					yes	5.166e-223	696.0				0.0	1.0		2.0	1.0	0.5	662.0	scaffold_7821:10526-12512(+):Platygaster_orseoliae	scaffold_983:7792-9634(+):Platygaster_orseoliae	55.3	661.0	274.0	0.0	1.0	614.0	1.0	661.0	662.0	1.0	0.998	614.0	2043.0	10526-12512	1978.0	1986.0	1.0	G1975	1986.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_7821									664.0	2.0	Platygaster_orseoliae:scaffold_7821	0.0	no	0.0	0.0	scaffold_7821_10526-12512_+__Platygaster_orseoliae					
Cluster677		scaffold_983_8333-9634_+_PoEFV	PoEFV	scaffold_983_8333-9634_+_PoEFV												True			scaffold_983_8333-9634_+_PoEFV		Cluster677						7.885e-211	651.0				0.0	1.0		2.0	1.0	0.5	434.0	scaffold_983_8333-9634_+_PoEFV	scaffold_2702:5188-7176(-):Platygaster_orseoliae	68.8	473.0	135.0	0.0	190.0	662.0	1.0	434.0	434.0	663.0	0.713	1.0								scaffold_983_8333-9634_+_PoEFV											2.0	scaffold_983_8333-9634_+_PoEFV:scaffold_983_8333-9634_+_PoEFV	0.0	no	0.0	0.0	scaffold_983_8333-9634_+_PoEFV					
Cluster677		scaffold_983:7792-9634(+):Platygaster_orseoliae	PoEFV	scaffold_983:7792-9634(+):Platygaster_orseoliae	7792	9634										True			scaffold_983		Cluster677					yes	5.166e-223	696.0				0.0	1.0		2.0	1.0	0.5	614.0	scaffold_983:7792-9634(+):Platygaster_orseoliae	scaffold_7821:10526-12512(+):Platygaster_orseoliae	55.3	661.0	274.0	0.0	1.0	661.0	1.0	614.0	614.0	662.0	0.998	1.0	2041.0	7792-9634	1979.0	1842.0	1.0	G1976	1842.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_983									664.0	2.0	Platygaster_orseoliae:scaffold_983	0.0	no	0.0	0.0	scaffold_983_7792-9634_+__Platygaster_orseoliae					
Cluster678		LhFV_contig_682_orf010	LhFV	LhFV_contig_682_orf010	8611	9309	-									True			contig_682		Cluster678						3.121e-97	307.0				0.0	1.0		2.0	0.0	0.0	233.0	LhFV_contig_682_orf010	MT496835.1_8331_8810_-_DFV	91.7	159.0	13.0	0.0	1.0	159.0	74.0	232.0	233.0	0.994	0.682	160.0								LhFV											2.0	LhFV_contig_682_orf010:LhFV_contig_682_orf010	0.0	no	0.0	0.0	LhFV_contig_682_orf010					12802.0
Cluster678		MT496835.1_8331_8810_-_DFV	DFV	MT496835.1_8331_8810_-_DFV												True			MT496835.1_8331_8810_-_DFV		Cluster678						3.121e-97	307.0				0.0	1.0		2.0	0.0	0.0	160.0	MT496835.1_8331_8810_-_DFV	LhFV_contig_682_orf010	91.7	159.0	13.0	0.0	74.0	232.0	1.0	159.0	160.0	233.0	0.682	0.994								MT496835.1_8331_8810_-_DFV											2.0	MT496835.1_8331_8810_-_DFV:MT496835.1_8331_8810_-_DFV	0.0	no	0.0	0.0	MT496835.1_8331_8810_-_DFV					
Cluster679		B0YLV5_GpSGHV	GpSGHV	B0YLV5_GpSGHV												True			B0YLV5_GpSGHV		Cluster679											0.0	0.0		1.0	0.0	0.0																							B0YLV5_GpSGHV											1.0	B0YLV5_GpSGHV:B0YLV5_GpSGHV	0.0	no	0.0	0.0	B0YLV5_GpSGHV					
Cluster68		P08358_AcMNPV	AcMNPV	P08358_AcMNPV												True			P08358_AcMNPV		Cluster68						2.544e-161	497.0				0.0	0.0		1.0	1.0	1.0	241.0	P08358_AcMNPV	S5G8T3_AcMNPV	97.8	240.0	5.0	0.0	1.0	240.0	1.0	240.0	241.0	241.0	0.996	0.996								P08358_AcMNPV											1.0	P08358_AcMNPV:P08358_AcMNPV	0.0	no	0.0	0.0	P08358_AcMNPV					
Cluster68		S5G8T3_AcMNPV	AcMNPV	S5G8T3_AcMNPV												True			S5G8T3_AcMNPV		Cluster68						2.544e-161	497.0				0.0	0.0		1.0	1.0	1.0	241.0	S5G8T3_AcMNPV	P08358_AcMNPV	97.8	240.0	5.0	0.0	1.0	240.0	1.0	240.0	241.0	0.996	0.996	241.0								S5G8T3_AcMNPV											1.0	S5G8T3_AcMNPV:S5G8T3_AcMNPV	0.0	no	0.0	0.0	S5G8T3_AcMNPV					
Cluster683		PcFV_scaffold_1710_orf032	PcFV	PcFV_scaffold_1710_orf032	37623	37961	+									True			scaffold_1710		Cluster683											0.0	1.0		1.0	0.0	0.0																							PcFV											1.0	PcFV_scaffold_1710_orf032:PcFV_scaffold_1710_orf032	0.0	no	0.0	0.0	PcFV_scaffold_1710_orf032					43838.0
Cluster684		P24731_AcMNPV	AcMNPV	P24731_AcMNPV												True			P24731_AcMNPV		Cluster684						8.564e-289	875.0				0.0	0.0		5.0	1.0	0.2	420.0	P24731_AcMNPV	S5G6E3_AcMNPV	98.7	419.0	5.0	0.0	1.0	419.0	1.0	419.0	420.0	420.0	0.998	0.998								P24731_AcMNPV											5.0	P24731_AcMNPV:P24731_AcMNPV	0.0	no	0.0	0.0	P24731_AcMNPV					
Cluster684		Q6JKC9_NeseNPV	NeseNPV	Q6JKC9_NeseNPV												True			Q6JKC9_NeseNPV		Cluster684						1.5029999999999999e-27	115.0				0.0	0.0		5.0	1.0	0.2	400.0	Q6JKC9_NeseNPV	S5G6E3_AcMNPV	22.8	405.0	293.0	0.0	12.0	416.0	10.0	390.0	400.0	0.964	0.952	420.0								Q6JKC9_NeseNPV											5.0	Q6JKC9_NeseNPV:Q6JKC9_NeseNPV	0.0	no	0.0	0.0	Q6JKC9_NeseNPV					
Cluster684		Q919M3_CuniNPV	CuniNPV	Q919M3_CuniNPV												True			Q919M3_CuniNPV		Cluster684						2.448e-17	83.0				0.0	0.0		5.0	1.0	0.2	368.0	Q919M3_CuniNPV	Q9YMH1_LdMNPV	22.4	299.0	227.0	0.0	21.0	314.0	35.0	333.0	368.0	0.698	0.812	421.0								Q919M3_CuniNPV											5.0	Q919M3_CuniNPV:Q919M3_CuniNPV	0.0	no	0.0	0.0	Q919M3_CuniNPV					
Cluster684		Q91ET0_CpV	CpV	Q91ET0_CpV												True			Q91ET0_CpV		Cluster684						6.465e-54	194.0				0.0	0.0		5.0	1.0	0.2	399.0	Q91ET0_CpV	Q9YMH1_LdMNPV	31.9	388.0	255.0	0.0	18.0	405.0	18.0	393.0	399.0	0.922	0.942	421.0								Q91ET0_CpV											5.0	Q91ET0_CpV:Q91ET0_CpV	0.0	no	0.0	0.0	Q91ET0_CpV					
Cluster684		Q9YMH1_LdMNPV	LdMNPV	Q9YMH1_LdMNPV												True			Q9YMH1_LdMNPV		Cluster684						5.859e-76	259.0				0.0	0.0		5.0	1.0	0.2	421.0	Q9YMH1_LdMNPV	S5G6E3_AcMNPV	37.5	409.0	246.0	0.0	6.0	414.0	13.0	407.0	421.0	0.974	0.938	420.0								Q9YMH1_LdMNPV											5.0	Q9YMH1_LdMNPV:Q9YMH1_LdMNPV	0.0	no	0.0	0.0	Q9YMH1_LdMNPV					
Cluster684		S5G6E3_AcMNPV	AcMNPV	S5G6E3_AcMNPV												True			S5G6E3_AcMNPV		Cluster684						8.564e-289	875.0				0.0	0.0		5.0	1.0	0.2	420.0	S5G6E3_AcMNPV	P24731_AcMNPV	98.7	419.0	5.0	0.0	1.0	419.0	1.0	419.0	420.0	420.0	0.998	0.998								S5G6E3_AcMNPV											5.0	S5G6E3_AcMNPV:S5G6E3_AcMNPV	0.0	no	0.0	0.0	S5G6E3_AcMNPV					
Cluster685		A0A097P231_CpV	CpV	A0A097P231_CpV												True			A0A097P231_CpV		Cluster685						0.0	2151.0				0.0	0.0		7.0	3.0	0.4285714285714285	1052.0	A0A097P231_CpV	Q91EU4_CpV	97.1	1051.0	30.0	0.0	1.0	1051.0	1.0	1051.0	1052.0	1052.0	0.999	0.999								A0A097P231_CpV											7.0	A0A097P231_CpV:A0A097P231_CpV	0.0	no	0.0	0.0	A0A097P231_CpV					
Cluster685		A0A097PUU7_AcMNPV	AcMNPV	A0A097PUU7_AcMNPV												True			A0A097PUU7_AcMNPV		Cluster685						0.0	2018.0				0.0	0.0		7.0	3.0	0.4285714285714285	985.0	A0A097PUU7_AcMNPV	P18131_AcMNPV	97.3	984.0	27.0	0.0	1.0	984.0	1.0	984.0	985.0	985.0	0.999	0.999								A0A097PUU7_AcMNPV											7.0	A0A097PUU7_AcMNPV:A0A097PUU7_AcMNPV	0.0	no	0.0	0.0	A0A097PUU7_AcMNPV					
Cluster685		B0YLN3_GpSGHV	GpSGHV	B0YLN3_GpSGHV												True			B0YLN3_GpSGHV		Cluster685						1.416e-129	437.0				0.0	0.0		7.0	3.0	0.4285714285714285	954.0	B0YLN3_GpSGHV	B2YFX8_MdSGHV	31.1	923.0	633.0	0.0	50.0	969.0	23.0	945.0	954.0	978.0	0.941	0.968								B0YLN3_GpSGHV											7.0	B0YLN3_GpSGHV:B0YLN3_GpSGHV	0.0	no	0.0	0.0	B0YLN3_GpSGHV					
Cluster685		B2YFX8_MdSGHV	MdSGHV	B2YFX8_MdSGHV												True			B2YFX8_MdSGHV		Cluster685						1.416e-129	437.0				0.0	0.0		7.0	3.0	0.4285714285714285	978.0	B2YFX8_MdSGHV	B0YLN3_GpSGHV	31.1	923.0	633.0	0.0	23.0	945.0	50.0	969.0	978.0	0.968	0.941	954.0								B2YFX8_MdSGHV											7.0	B2YFX8_MdSGHV:B2YFX8_MdSGHV	0.0	no	0.0	0.0	B2YFX8_MdSGHV					
Cluster685		P18131_AcMNPV	AcMNPV	P18131_AcMNPV												True			P18131_AcMNPV		Cluster685						0.0	2018.0				0.0	0.0		7.0	3.0	0.4285714285714285	985.0	P18131_AcMNPV	A0A097PUU7_AcMNPV	97.3	984.0	27.0	0.0	1.0	984.0	1.0	984.0	985.0	0.999	0.999	985.0								P18131_AcMNPV											7.0	P18131_AcMNPV:P18131_AcMNPV	0.0	no	0.0	0.0	P18131_AcMNPV					
Cluster685		P30318_LdMNPV	LdMNPV	P30318_LdMNPV												True			P30318_LdMNPV		Cluster685						1.3109999999999999e-242	772.0				0.0	0.0		7.0	3.0	0.4285714285714285	1014.0	P30318_LdMNPV	A0A097PUU7_AcMNPV	44.5	972.0	531.0	0.0	1.0	958.0	4.0	975.0	1014.0	985.0	0.973	0.959								P30318_LdMNPV											7.0	P30318_LdMNPV:P30318_LdMNPV	0.0	no	0.0	0.0	P30318_LdMNPV					
Cluster685		Q6JKD2_NeseNPV	NeseNPV	Q6JKD2_NeseNPV												True			Q6JKD2_NeseNPV		Cluster685						1.1709999999999999e-88	313.0				0.0	0.0		7.0	3.0	0.4285714285714285	914.0	Q6JKD2_NeseNPV	A0A097P231_CpV	26.4	862.0	604.0	0.0	93.0	954.0	89.0	909.0	914.0	1052.0	0.819	0.898								Q6JKD2_NeseNPV											7.0	Q6JKD2_NeseNPV:Q6JKD2_NeseNPV	0.0	no	0.0	0.0	Q6JKD2_NeseNPV					
Cluster685		Q77GU9_CuniNPV	CuniNPV	Q77GU9_CuniNPV												True			Q77GU9_CuniNPV		Cluster685						0.0	2332.0				0.0	0.0		7.0	3.0	0.4285714285714285	1139.0	Q77GU9_CuniNPV	Q99GP9_CuniNPV	97.2	1138.0	32.0	0.0	1.0	1138.0	1.0	1138.0	1139.0	1139.0	0.999	0.999								Q77GU9_CuniNPV											7.0	Q77GU9_CuniNPV:Q77GU9_CuniNPV	0.0	no	0.0	0.0	Q77GU9_CuniNPV					
Cluster685		Q91EU4_CpV	CpV	Q91EU4_CpV												True			Q91EU4_CpV		Cluster685						0.0	2151.0				0.0	0.0		7.0	3.0	0.4285714285714285	1052.0	Q91EU4_CpV	A0A097P231_CpV	97.1	1051.0	30.0	0.0	1.0	1051.0	1.0	1051.0	1052.0	1052.0	0.999	0.999								Q91EU4_CpV											7.0	Q91EU4_CpV:Q91EU4_CpV	0.0	no	0.0	0.0	Q91EU4_CpV					
Cluster685		Q99GP9_CuniNPV	CuniNPV	Q99GP9_CuniNPV												True			Q99GP9_CuniNPV		Cluster685						0.0	2332.0				0.0	0.0		7.0	3.0	0.4285714285714285	1139.0	Q99GP9_CuniNPV	Q77GU9_CuniNPV	97.2	1138.0	32.0	0.0	1.0	1138.0	1.0	1138.0	1139.0	0.999	0.999	1139.0								Q99GP9_CuniNPV											7.0	Q99GP9_CuniNPV:Q99GP9_CuniNPV	0.0	no	0.0	0.0	Q99GP9_CuniNPV					
Cluster686		CcFV2_orf011	CcFV2	CcFV2_orf011	105500	106252	-									True			CcFV2		Cluster686						1.182e-05	40.0				0.0	1.0		1.0	0.0	0.0	102.0	CcFV2_orf011	CcFV1_orf037	40.6	52.0	28.0	0.0	23.0	74.0	22.0	69.0	102.0	0.565	0.471	92.0								CcFV2											1.0	CcFV2_orf011:CcFV2_orf011	0.0	no	0.0	0.0	CcFV2_orf011					137848.0
Cluster687		EfFV_orf035	EfFV	EfFV_orf035	38541	41072	+									True			EfFV		Cluster687											0.0	1.0		1.0	0.0	0.0																							EfFV											1.0	EfFV_orf035:EfFV_orf035	0.0	no	0.0	0.0	EfFV_orf035					164366.0
Cluster688		A0A0B4VGL3_ToNV	ToNV	A0A0B4VGL3_ToNV												True			A0A0B4VGL3_ToNV		Cluster688											0.0	0.0		1.0	0.0	0.0																							A0A0B4VGL3_ToNV											1.0	A0A0B4VGL3_ToNV:A0A0B4VGL3_ToNV	0.0	no	0.0	0.0	A0A0B4VGL3_ToNV					
Cluster689		AKY03290_AmFV	AmFV	AKY03290_AmFV												True			AKY03290_AmFV		Cluster689											0.0	0.0		1.0	0.0	0.0																							AKY03290_AmFV											1.0	AKY03290_AmFV:AKY03290_AmFV	0.0	no	0.0	0.0	AKY03290_AmFV					
